team_id,manager_id,manager_name,team,season,week,player_name,player_id,player_team,position,set_pos,points
131379,1022565,kevowest,skinny bitches,20,1,Mike Conley,98,UTA,PG,PG,25.3
131379,1022565,kevowest,skinny bitches,20,1,Miles Bridges,1710,CHA,F,SF,38.7
131379,1022565,kevowest,skinny bitches,20,1,Nikola Jokic,1134,DEN,F/C,C,79
131379,1022565,kevowest,skinny bitches,20,1,Pascal Siakam,1421,TOR,PF/C,PF,70.7
131379,1022565,kevowest,skinny bitches,20,1,RJ Barrett,1850,NYK,G/SF,SG,51.3
131379,1022565,kevowest,skinny bitches,20,2,Andre Drummond,931,DET,C,PF/C,84
131379,1022565,kevowest,skinny bitches,20,2,Aron Baynes,1003,PHX,C,ANY,58.5
131379,1022565,kevowest,skinny bitches,20,2,Collin Sexton,1693,CLE,G,G,35.8
131379,1022565,kevowest,skinny bitches,20,2,DeAndre Jordan,262,BKN,C,BN,40.3
131379,1022565,kevowest,skinny bitches,20,2,Joe Ingles,1218,UTA,SG/F,BN,31.2
131379,1022565,kevowest,skinny bitches,20,2,Kendrick Nunn,1806,MIA,PG,ANY,37.7
131379,1022565,kevowest,skinny bitches,20,2,Luke Kennard,1550,DET,SG/SF,SG/SF,38.1
131379,1022565,kevowest,skinny bitches,20,2,Michael Porter,1729,DEN,SG/F,BN,0
131379,1022565,kevowest,skinny bitches,20,2,Mike Conley,98,UTA,PG,PG,33.1
131379,1022565,kevowest,skinny bitches,20,2,Miles Bridges,1710,CHA,F,SF,29.2
131379,1022565,kevowest,skinny bitches,20,2,Nikola Jokic,1134,DEN,F/C,C,51.6
131379,1022565,kevowest,skinny bitches,20,2,Pascal Siakam,1421,TOR,PF/C,PF,56.2
131379,1022565,kevowest,skinny bitches,20,2,RJ Barrett,1850,NYK,G/SF,SG,43.8
131379,1022565,kevowest,skinny bitches,20,3,Andre Drummond,931,DET,C,PF/C,72.2
131379,1022565,kevowest,skinny bitches,20,3,Aron Baynes,1003,PHX,C,ANY,51.3
131379,1022565,kevowest,skinny bitches,20,3,Collin Sexton,1693,CLE,G,BN,49.2
131379,1022565,kevowest,skinny bitches,20,3,DeAndre' Bembry,1410,ATL,G/SF,G,21.9
131379,1022565,kevowest,skinny bitches,20,3,Kendrick Nunn,1806,MIA,PG,PG,27.2
131379,1022565,kevowest,skinny bitches,20,3,Luke Kennard,1550,DET,SG/SF,SG/SF,54.8
131379,1022565,kevowest,skinny bitches,20,3,Michael Porter,1729,DEN,SG/F,BN,0
131379,1022565,kevowest,skinny bitches,20,3,Mike Conley,98,UTA,PG,BN,44.8
131379,1022565,kevowest,skinny bitches,20,3,Miles Bridges,1710,CHA,F,SF,39.6
131379,1022565,kevowest,skinny bitches,20,3,Nikola Jokic,1134,DEN,F/C,C,58.8
131379,1022565,kevowest,skinny bitches,20,3,P.J. Washington,1869,CHA,PF/C,ANY,37.1
131379,1022565,kevowest,skinny bitches,20,3,Pascal Siakam,1421,TOR,PF/C,PF,82.8
131379,1022565,kevowest,skinny bitches,20,3,RJ Barrett,1850,NYK,G/SF,SG,0
131379,1022565,kevowest,skinny bitches,20,3,Richaun Holmes,1258,SAC,PF/C,BN,28
131379,1022565,kevowest,skinny bitches,20,4,Alec Burks,765,GSW,G,ANY,29.2
131379,1022565,kevowest,skinny bitches,20,4,Andre Drummond,931,DET,C,PF/C,52.2
131379,1022565,kevowest,skinny bitches,20,4,Aron Baynes,1003,PHX,C,ANY,55.5
131379,1022565,kevowest,skinny bitches,20,4,Collin Sexton,1693,CLE,G,G,21
